163, 6, 9
164, 7, 10
165, 7, 8
166, 7, 4
167, 7, 2
168, 2, 1
169, 1, 4
170, 2, 3
171, 3, 4
172, 5, 10
173, 6, 9
174, 7, 10
175, 7, 8
176, 7, 4
177, 7, 2
178, 2, 1
179, 1, 4
180, 2, 3
181, 3, 4
182, 5, 10
183, 6, 9
184, 7, 10
185, 7, 8
186, 7, 4
187, 7, 2
188, 2, 1
189, 1, 4
190, 2, 3
191, 3, 4
192, 5, 10
193, 6, 9
194, 7, 10
195, 7, 8
196, 7, 4
197, 7, 2
198, 2, 1
199, 1, 4
200, 2, 3
201, 3, 4
202, 5, 10
203, 6, 9
204, 7, 10
205, 7, 8
206, 7, 4
207, 7, 2
208, 2, 1
209, 1, 4
210, 2, 3
211, 3, 4
212, 5, 10
213, 6, 9
214, 7, 10
215, 7, 8
216, 7, 4
217, 7, 2
218, 2, 1
219, 1, 4
220, 2, 3
221, 3, 4
222, 5, 10
223, 6, 9
224, 7, 10
225, 7, 8
226, 7, 4
227, 7, 2
228, 2, 1
229, 1, 4
230, 2, 3
231, 3, 4
232, 5, 10
233, 6, 9
234, 7, 10
235, 7, 8
236, 7, 4
237, 7, 2
238, 2, 1
239, 1, 4
240, 2, 3
241, 3, 4
242, 5, 10
243, 6, 9
244, 7, 10
245, 7, 8
246, 7, 4
247, 7, 2
248, 2, 1
249, 1, 4
250, 2, 3
251, 3, 4
252, 5, 10
253, 6, 9
254, 7, 10
255, 7, 8
256, 7, 4
257, 7, 2
258, 2, 1
259, 1, 4
260, 2, 3
261, 3, 4
262, 5, 10
263, 6, 9
264, 7, 10
265, 7, 8
266, 7, 4
267, 7, 2
268, 2, 1
269, 1, 4
270, 2, 3
271, 3, 4
272, 5, 10
273, 6, 9
274, 7, 10
275, 7, 8
276, 7, 4
277, 7, 2
278, 2, 1
279, 1, 4
280, 2, 3
281, 3, 4
282, 5, 10
283, 6, 9
284, 7, 10
285, 7, 8
286, 7, 4
287, 7, 2
288, 2, 1
289, 1, 4
290, 2, 3
291, 3, 4
292, 5, 10
293, 6, 9
294, 7, 10
295, 7, 8
296, 7, 4
297, 7, 2
298, 2, 1
299, 1, 4
300, 2, 3
301, 3, 4
302, 5, 10
303, 6, 9
304, 7, 10
305, 7, 8
306, 7, 4
307, 7, 2
308, 2, 1
309, 1, 4
310, 2, 3
311, 3, 4
312, 5, 10
313, 6, 9
314, 7, 10
315, 7, 8
316, 7, 4
317, 7, 2
318, 2, 1
319, 1, 4
320, 2, 3
321, 3, 4
322, 5, 10
323, 6, 9
324, 7, 10
325, 7, 8
326, 7, 4
327, 7, 2
328, 2, 1
329, 1, 4
330, 2, 3
331, 3, 4
332, 5, 10
333, 6, 9
334, 7, 10
335, 7, 8
336, 7, 4
337, 7, 2
338, 2, 1
339, 1, 4
340, 2, 3
341, 3, 4
342, 5, 10
343, 6, 9
344, 7, 10
345, 7, 8
346, 7, 4
347, 7, 2
348, 2, 1
349, 1, 4
350, 2, 3
351, 3, 4
352, 5, 10
353, 6, 9
354, 7, 10
355, 7, 8
356, 7, 4
357, 7, 2
358, 2, 1
359, 1, 4
360, 2, 3
361, 3, 4
362, 5, 10
363, 6, 9
364, 7, 10
365, 7, 8
366, 7, 4
367, 7, 2
368, 2, 1
369, 1, 4
370, 2, 3
371, 3, 4
372, 5, 10
373, 6, 9
374, 7, 10
375, 7, 8
376, 7, 4
377, 7, 2
378, 2, 1
379, 1, 4
380, 2, 3
381, 3, 4
382, 5, 10
383, 6, 9
384, 7, 10
385, 7, 8
386, 7, 4
387, 7, 2
388, 2, 1
389, 1, 4
390, 2, 3
391, 3, 4
392, 5, 10
393, 6, 9
394, 7, 10
395, 7, 8
396, 7, 4
397, 7, 2
398, 2, 1
399, 1, 4
400, 2, 3
401, 3, 4
402, 5, 10
403, 6, 9
404, 7, 10
405, 7, 8
406, 7, 4
407, 7, 2
408, 2, 1
409, 1, 4
410, 2, 3
411, 3, 4
412, 5, 10
413, 6, 9
414, 7, 10
415, 7, 8
416, 7, 4
417, 7, 2
418, 2, 1
419, 1, 4
420, 2, 3
421, 3, 4
422, 5, 10
423, 6, 9
424, 7, 10
425, 7, 8
426, 7, 4
427, 7, 2
428, 2, 1
429, 1, 4
430, 2, 3
431, 3, 4
432, 5, 10
433, 6, 9
434, 7, 10
435, 7, 8
436, 7, 4
437, 7, 2
438, 2, 1
439, 1, 4
440, 2, 3
441, 3, 4
442, 5, 10
443, 6, 9
444, 7, 10
445, 7, 8
446, 7, 4
447, 7, 2
448, 2, 1
449, 1, 4
450, 2, 3
451, 3, 4
452, 5, 10
453, 6, 9
454, 7, 10
455, 7, 8
456, 7, 4
457, 7, 2
458, 2, 1
459, 1, 4
460, 2, 3
461, 3, 4
462, 5, 10
463, 6, 9
464, 7, 10
465, 7, 8
466, 7, 4
467, 7, 2
468, 2, 1
469, 1, 4
470, 2, 3
471, 3, 4
472, 5, 10
473, 6, 9
474, 7, 10
475, 7, 8
476, 7, 4
477, 7, 2
478, 2, 1
479, 1, 4
480, 2, 3
481, 3, 4
482, 5, 10
483, 6, 9
484, 7, 10
485, 7, 8
486, 7, 4
487, 7, 2
488, 2, 1
489, 1, 4
490, 2, 3
491, 3, 4
492, 5, 10
493, 6, 9
494, 7, 10
495, 7, 8
496, 7, 4
497, 7, 2
498, 2, 1
499, 1, 4
500, 2, 3
501, 3, 4
502, 5, 10
503, 6, 9
504, 7, 10
505, 7, 8
506, 7, 4
507, 7, 2
508, 2, 1
509, 1, 4
510, 2, 3
511, 3, 4
512, 5, 10
513, 6, 9
514, 7, 10
515, 7, 8
516, 7, 4
517, 7, 2
518, 2, 1
519, 1, 4
520, 2, 3
521, 3, 4
522, 5, 10
523, 6, 9
524, 7, 10
525, 7, 8
526, 7, 4
527, 7, 2
528, 2, 1
529, 1, 4
530, 2, 3
531, 3, 4
532, 5, 10
533, 6, 9
534, 7, 10
535, 7, 8
536, 7, 4
537, 7, 2
538, 2, 1
539, 1, 4
540, 2, 3
541, 3, 4
542, 5, 10
543, 6, 9
544, 7, 10
545, 7, 8
546, 7, 4
547, 7, 2
548, 2, 1
549, 1, 4
550, 2, 3
551, 3, 4
552, 5, 10
553, 6, 9
554, 7, 10
555, 7, 8
556, 7, 4
557, 7, 2
558, 2, 1
559, 1, 4
560, 2, 3
561, 3, 4
562, 5, 10
563, 6, 9
564, 7, 10
565, 7, 8
566, 7, 4
567, 7, 2
568, 2, 1
569, 1, 4
570, 2, 3
571, 3, 4
572, 5, 10
573, 6, 9
574, 7, 10
575, 7, 8
576, 7, 4
577, 7, 2
578, 2, 1
579, 1, 4
580, 2, 3
581, 3, 4
582, 5, 10
583, 6, 9
584, 7, 10
585, 7, 8
586, 7, 4
587, 7, 2
588, 2, 1
589, 1, 4
590, 2, 3
591, 3, 4
592, 5, 10
593, 6, 9
594, 7, 10
595, 7, 8
596, 7, 4
597, 7, 2
598, 2, 1
599, 1, 4
600, 2, 3
601, 3, 4
602, 5, 10
603, 6, 9
604, 7, 10
605, 7, 8
606, 7, 4
607, 7, 2
608, 2, 1
609, 1, 4
610, 2, 3
611, 3, 4
612, 5, 10
613, 6, 9
614, 7, 10
615, 7, 8
616, 7, 4
617, 7, 2
618, 2, 1
619, 1, 4
620, 2, 3
621, 3, 4
622, 5, 10
623, 6, 9
624, 7, 10
625, 7, 8
626, 7, 4
627, 7, 2
628, 2, 1
629, 1, 4
630, 2, 3
631, 3, 4
632, 5, 10
633, 6, 9
634, 7, 10
635, 7, 8
636, 7, 4
637, 7, 2
638, 2, 1
639, 1, 4
640, 2, 3
641, 3, 4
642, 5, 10
643, 6, 9
644, 7, 10
645, 7, 8
646, 7, 4
647, 7, 2
648, 2, 1
649, 1, 4
650, 2, 3
651, 3, 4
652, 5, 10
653, 6, 9
654, 7, 10
655, 7, 8
656, 7, 4
657, 7, 2
658, 2, 1
659, 1, 4
660, 2, 3
661, 3, 4
662, 5, 10
663, 6, 9
664, 7, 10
665, 7, 8
666, 7, 4
667, 7, 2
668, 2, 1
669, 1, 4
670, 2, 3
671, 3, 4
672, 5, 10
673, 6, 9
674, 7, 10
675, 7, 8
676, 7, 4
677, 7, 2
678, 2, 1
679, 1, 4
680, 2, 3
681, 3, 4
682, 5, 10
683, 6, 9
684, 7, 10
685, 7, 8
686, 7, 4
687, 7, 2
688, 2, 1
689, 1, 4
690, 2, 3
691, 3, 4
692, 5, 10
693, 6, 9
694, 7, 10
695, 7, 8
696, 7, 4
697, 7, 2
698, 2, 1
699, 1, 4
700, 2, 3
701, 3, 4
702, 5, 10
703, 6, 9
704, 7, 10
705, 7, 8
706, 7, 4
707, 7, 2
708, 2, 1
709, 1, 4
710, 2, 3
711, 3, 4
712, 5, 10
713, 6, 9
714, 7, 10
715, 7, 8
716, 7, 4
717, 7, 2
718, 2, 1
719, 1, 4
720, 2, 3
721, 3, 4
722, 5, 10
723, 6, 9
724, 7, 10
725, 7, 8
726, 7, 4
727, 7, 2
728, 2, 1
729, 1, 4
730, 2, 3
731, 3, 4
732, 5, 10
733, 6, 9
734, 7, 10
735, 7, 8
736, 7, 4
737, 7, 2
738, 2, 1
739, 1, 4
740, 2, 3
741, 3, 4
742, 5, 10
743, 6, 9
744, 7, 10
745, 7, 8
746, 7, 4
747, 7, 2
748, 2, 1
749, 1, 4
750, 2, 3
751, 3, 4
752, 5, 10
753, 6, 9
754, 7, 10
755, 7, 8
756, 7, 4
757, 7, 2
758, 2, 1
759, 1, 4
760, 2, 3
761, 3, 4
762, 5, 10
763, 6, 9
764, 7, 10
765, 7, 8
766, 7, 4
767, 7, 2
768, 2, 1
769, 1, 4
770, 2, 3
771, 3, 4
772, 5, 10
773, 6, 9
774, 7, 10
775, 7, 8
776, 7, 4
777, 7, 2
778, 2, 1
779, 1, 4
780, 2, 3
781, 3, 4
782, 5, 10
783, 6, 9
784, 7, 10
785, 7, 8
786, 7, 4
787, 7, 2
788, 2, 1
789, 1, 4
790, 2, 3
791, 3, 4
792, 5, 10
793, 6, 9
794, 7, 10
795, 7, 8
796, 7, 4
797, 7, 2
798, 2, 1
799, 1, 4
800, 2, 3
801, 3, 4
802, 5, 10
803, 6, 9
804, 7, 10
805, 7, 8
806, 7, 4
807, 7, 2
808, 2, 1
809, 1, 4
810, 2, 3
811, 3, 4
812, 5, 10
813, 6, 9
814, 7, 10
815, 7, 8
816, 7, 4
817, 7, 2
818, 2, 1
819, 1, 4
820, 2, 3
821, 3, 4
822, 5, 10
823, 6, 9
824, 7, 10
825, 7, 8
826, 7, 4
827, 7, 2
828, 2, 1
829, 1, 4
830, 2, 3
831, 3, 4
832, 5, 10
833, 6, 9
834, 7, 10
835, 7, 8
836, 7, 4
837, 7, 2
838, 2, 1
839, 1, 4
840, 2, 3
841, 3, 4
842, 5, 10
843, 6, 9
844, 7, 10
845, 7, 8
846, 7, 4
847, 7, 2
848, 2, 1
849, 1, 4
850, 2, 3
851, 3, 4
852, 5, 10
853, 6, 9
854, 7, 10
855, 7, 8
856, 7, 4
857, 7, 2
858, 2, 1
859, 1, 4
860, 2, 3
861, 3, 4
862, 5, 10
863, 6, 9
864, 7, 10
865, 7, 8
866, 7, 4
867, 7, 2
868, 2, 1
869, 1, 4
870, 2, 3
871, 3, 4
872, 5, 10
873, 6, 9
874, 7, 10
875, 7, 8
876, 7, 4
877, 7, 2
878, 2, 1
879, 1, 4
880, 2, 3
881, 3, 4
882, 5, 10
883, 6, 9
884, 7, 10
885, 7, 8
886, 7, 4
887, 7, 2
888, 2, 1
889, 1, 4
890, 2, 3
891, 3, 4
892, 5, 10
893, 6, 9
894, 7, 10
895, 7, 8
896, 7, 4
897, 7, 2
898, 2, 1
899, 1, 4
900, 2, 3
901, 3, 4
902, 5, 10
903, 6, 9
904, 7, 10
905, 7, 8
906, 7, 4
907, 7, 2
908, 2, 1
909, 1, 4
910, 2, 3
911, 3, 4
912, 5, 10
913, 6, 9
914, 7, 10
915, 7, 8
916, 7, 4
917, 7, 2
918, 2, 1
919, 1, 4
920, 2, 3
921, 3, 4
922, 5, 10
923, 6, 9
924, 7, 10
925, 7, 8
926, 7, 4
927, 7, 2
928, 2, 1
929, 1, 4
930, 2, 3
931, 3, 4
932, 5, 10
933, 6, 9
934, 7, 10
935, 7, 8
936, 7, 4
937, 7, 2
938, 2, 1
939, 1, 4
940, 2, 3
941, 3, 4
942, 5, 10
943, 6, 9
944, 7, 10
945, 7, 8
946, 7, 4
947, 7, 2
948, 2, 1
949, 1, 4
950, 2, 3
951, 3, 4
952, 5, 10
953, 6, 9
954, 7, 10
955, 7, 8
956, 7, 4
957, 7, 2
958, 2, 1
959, 1, 4
960, 2, 3
961, 3, 4
962, 5, 10
963, 6, 9
964, 7, 10
965, 7, 8
966, 7, 4
967, 7, 2
968, 2, 1
969, 1, 4
970, 2, 3
971, 3, 4
972, 5, 10
973, 6, 9
974, 7, 10
975, 7, 8
976, 7, 4
977, 7, 2
978, 2, 1
979, 1, 4
980, 2, 3
981, 3, 4
982, 5, 10
983, 6, 9
984, 7, 10
985, 7, 8
986, 7, 4
987, 7, 2
988, 2, 1
989, 1, 4
990, 2, 3
991, 3, 4
992, 5, 10
993, 6, 9
994, 7, 10
995, 7, 8
996, 7, 4
997, 7, 2
998, 2, 1
999, 1, 4
1000, 2, 3
1001, 3, 4
1002, 5, 10
1003, 6, 9
1004, 7, 10
1005, 7, 8
1006, 7, 4
1007, 7, 2
1008, 2, 1
1009, 1, 4
1010, 2, 3
1011, 3, 4
1012, 5, 10
1013, 6, 9
1014, 7, 10
1015, 7, 8
1016, 7, 4
1017, 7, 2
1018, 2, 1
1019, 1, 4
1020, 2, 3
1021, 3, 4
1022, 5, 10
1023, 6, 9
1024, 7, 10
1025, 7, 8
1026, 7, 4
1027, 7, 2
1028, 2, 1
1029, 1, 4
1030, 2, 3
1031, 3, 4
1032, 5, 10
1033, 6, 9
1034, 7, 10
1035, 7, 8
1036, 7, 4
1037, 7, 2
1038, 2, 1
1039, 1, 4
1040, 2, 3
1041, 3, 4
1042, 5, 10
1043, 6, 9
1044, 7, 10
1045, 7, 8
1046, 7, 4
1047, 7, 2
1048, 2, 1
1049, 1, 4
1050, 2, 3
1051, 3, 4
1052, 5, 10
1053, 6, 9
1054, 7, 10
1055, 7, 8
1056, 7, 4
1057, 7, 2
1058, 2, 1
1059, 1, 4
1060, 2, 3
1061, 3, 4
1062, 5, 10
1063, 6, 9
1064, 7, 10
1065, 7, 8
1066, 7, 4
1067, 7, 2
1068, 2, 1
1069, 1, 4
1070, 2, 3
1071, 3, 4
1072, 5, 10
1073, 6, 9
1074, 7, 10
1075, 7, 8
1076, 7, 4
1077, 7, 2
1078, 2, 1
1079, 1, 4
1080, 2, 3
1081, 3, 4
1082, 5, 10
1083, 6, 9
1084, 7, 10
1085, 7, 8
1086, 7, 4
1087, 7, 2
1088, 2, 1
1089, 1, 4
1090, 2, 3
1091, 3, 4
1092, 5, 10
1093, 6, 9
1094, 7, 10
1095, 7, 8
1096, 7, 4
1097, 7, 2
1098, 2, 1
1099, 1, 4
1100, 2, 3
1101, 3, 4
1102, 5, 10
1103, 6, 9
1104, 7, 10
1105, 7, 8
1106, 7, 4
1107, 7, 2
1108, 2, 1
1109, 1, 4
1110, 2, 3
1111, 3, 4
1112, 5, 10
1113, 6, 9
1114, 7, 10
1115, 7, 8
1116, 7, 4
1117, 7, 2
1118, 2, 1
1119, 1, 4
1120, 2, 3
1121, 3, 4
1122, 5, 10
1123, 6, 9
1124, 7, 10
1125, 7, 8
1126, 7, 4
1127, 7, 2
1128, 2, 1
1129, 1, 4
1130, 2, 3
1131, 3, 4
1132, 5, 10
1133, 6, 9
1134, 7, 10
1135, 7, 8
1136, 7, 4
1137, 7, 2
1138, 2, 1
1139, 1, 4
1140, 2, 3
1141, 3, 4
1142, 5, 10
1143, 6, 9
1144, 7, 10
1145, 7, 8
1146, 7, 4
1147, 7, 2
1148, 2, 1
1149, 1, 4
1150, 2, 3
1151, 3, 4
1152, 5, 10
1153, 6, 9
1154, 7, 10
1155, 7, 8
1156, 7, 4
1157, 7, 2
1158, 2, 1
1159, 1, 4
1160, 2, 3
1161, 3, 4
1162, 5, 10
1163, 6, 9
1164, 7, 10
1165, 7, 8
1166, 7, 4
1167, 7, 2
1168, 2, 1
1169, 1, 4
1170, 2, 3
1171, 3, 4
1172, 5, 10
1173, 6, 9
1174, 7, 10
1175, 7, 8
1176, 7, 4
1177, 7, 2
1178, 2, 1
1179, 1, 4
1180, 2, 3
1181, 3, 4
1182, 5, 10
1183, 6, 9
1184, 7, 10
1185, 7, 8
1186, 7, 4
1187, 7, 2
1188, 2, 1
1189, 1, 4
1190, 2, 3
1191, 3, 4
1192, 5, 10
1193, 6, 9
1194, 7, 10
1195, 7, 8
1196, 7, 4
1197, 7, 2
1198, 2, 1
1199, 1, 4
1200, 2, 3
1201, 3, 4
1202, 5, 10
1203, 6, 9
1204, 7, 10
1205, 7, 8
1206, 7, 4
1207, 7, 2
1208, 2, 1
1209, 1, 4
1210, 2, 3
1211, 3, 4
1212, 5, 10
1213, 6, 9
1214, 7, 10
1215, 7, 8
1216, 7, 4
1217, 7, 2
1218, 2, 1
1219, 1, 4
1220, 2, 3
1221, 3, 4
1222, 5, 10
1223, 6, 9
1224, 7, 10
1225, 7, 8
1226, 7, 4
1227, 7, 2
1228, 2, 1
1229, 1, 4
1230, 2, 3
1231, 3, 4
1232, 5, 10
1233, 6, 9
1234, 7, 10
1235, 7, 8
1236, 7, 4
1237, 7, 2
1238, 2, 1
1239, 1, 4
1240, 2, 3
1241, 3, 4
1242, 5, 10
1243, 6, 9
1244, 7, 10
1245, 7, 8
1246, 7, 4
1247, 7, 2
1248, 2, 1
1249, 1, 4
1250, 2, 3
1251, 3, 4
1252, 5, 10
1253, 6, 9
1254, 7, 10
1255, 7, 8
1256, 7, 4
1257, 7, 2
1258, 2, 1
1259, 1, 4
1260, 2, 3
1261, 3, 4
1262, 5, 10
1263, 6, 9
1264, 7, 10
1265, 7, 8
1266, 7, 4
1267, 7, 2
1268, 2, 1
1269, 1, 4
1270, 2, 3
1271, 3, 4
1272, 5, 10
1273, 6, 9
1274, 7, 10
1275, 7, 8
1276, 7, 4
1277, 7, 2
1278, 2, 1
1279, 1, 4
1280, 2, 3
1281, 3, 4
1282, 5, 10
1283, 6, 9
1284, 7, 10
1285, 7, 8
1286, 7, 4
1287, 7, 2
1288, 2, 1
1289, 1, 4
1290, 2, 3
1291, 3, 4
1292, 5, 10
1293, 6, 9
1294, 7, 10
1295, 7, 8
1296, 7, 4
1297, 7, 2
1298, 2, 1
1299, 1, 4
1300, 2, 3
1301, 3, 4
1302, 5, 10
1303, 6, 9
1304, 7, 10
1305, 7, 8
1306, 7, 4
1307, 7, 2
1308, 2, 1
1309, 1, 4
1310, 2, 3
1311, 3, 4
1312, 5, 10
1313, 6, 9
1314, 7, 10
1315, 7, 8
1316, 7, 4
1317, 7, 2
1318, 2, 1
1319, 1, 4
1320, 2, 3
1321, 3, 4
1322, 5, 10
1323, 6, 9
1324, 7, 10
1325, 7, 8
1326, 7, 4
1327, 7, 2
1328, 2, 1
1329, 1, 4
1330, 2, 3
1331, 3, 4
1332, 5, 10
1333, 6, 9
1334, 7, 10
1335, 7, 8
1336, 7, 4
1337, 7, 2
1338, 2, 1
1339, 1, 4
1340, 2, 3
1341, 3, 4
1342, 5, 10
1343, 6, 9
1344, 7, 10
1345, 7, 8
1346, 7, 4
1347, 7, 2
1348, 2, 1
1349, 1, 4
1350, 2, 3
1351, 3, 4
1352, 5, 10
1353, 6, 9
1354, 7, 10
1355, 7, 8
1356, 7, 4
1357, 7, 2
1358, 2, 1
1359, 1, 4
1360, 2, 3
1361, 3, 4
1362, 5, 10
1363, 6, 9
1364, 7, 10
1365, 7, 8
1366, 7, 4
1367, 7, 2
1368, 2, 1
1369, 1, 4
1370, 2, 3
1371, 3, 4
1372, 5, 10
1373, 6, 9
1374, 7, 10
1375, 7, 8
1376, 7, 4
1377, 7, 2
1378, 2, 1
1379, 1, 4
1380, 2, 3
1381, 3, 4
1382, 5, 10
1383, 6, 9
1384, 7, 10
1385, 7, 8
1386, 7, 4
1387, 7, 2
1388, 2, 1
1389, 1, 4
1390, 2, 3
1391, 3, 4
1392, 5, 10
1393, 6, 9
1394, 7, 10
1395, 7, 8
1396, 7, 4
1397, 7, 2
1398, 2, 1
1399, 1, 4
1400, 2, 3
1401, 3, 4
1402, 5, 10
1403, 6, 9
1404, 7, 10
1405, 7, 8
1406, 7, 4
1407, 7, 2
1408, 2, 1
1409, 1, 4
1410, 2, 3
1411, 3, 4
1412, 5, 10
1413, 6, 9
1414, 7, 10
1415, 7, 8
1416, 7, 4
1417, 7, 2
1418, 2, 1
1419, 1, 4
1420, 2, 3
1421, 3, 4
1422, 5, 10
1423, 6, 9
1424, 7, 10
1425, 7, 8
